"order_id","date_key","merchant_key","product_key","total_sale_amount"
499,20251111,2,51,163.24
499,20251111,2,381,17.70
500,20251111,3,390,124.50
500,20251111,3,401,8.78
501,20251028,14,161,117.60
501,20251028,14,189,189.36
502,20251209,10,31,69.36
502,20251209,10,83,201.30
503,20251030,17,117,206.79
503,20251030,17,414,82.46
504,20251204,13,172,263.24
504,20251204,13,303,72.36
505,20251213,9,95,235.08
505,20251213,9,441,14.60
506,20251029,7,75,89.64
506,20251029,7,376,238.84
507,20251105,11,143,63.68
507,20251105,11,292,209.46
508,20251212,11,90,333.56
508,20251212,11,483,304.86
509,20251028,14,113,75.51
509,20251028,14,205,163.56
510,20251021,3,185,217.71
510,20251021,3,469,75.40
511,20251028,12,13,25.80
511,20251028,12,174,66.20
512,20251028,9,290,226.98
512,20251028,9,412,33.87
513,20251205,13,92,65.58
513,20251205,13,187,254.52
514,20251105,14,375,65.45
514,20251105,14,486,58.86
515,20251207,4,91,5.64
515,20251207,4,430,34.57
516,20251028,12,165,130.08
516,20251028,12,414,91.86
517,20251213,14,103,61.84
517,20251213,14,379,86.82
518,20251018,14,206,195.76
518,20251018,14,240,146.36
519,20251126,3,428,285.27
519,20251126,3,445,319.88
520,20251207,12,12,77.85
520,20251207,12,138,141.06
521,20251108,5,401,65.35
521,20251108,5,464,283.04
522,20251024,9,9,273.24
522,20251024,9,363,49.36
523,20251204,2,139,144.16
523,20251204,2,451,239.04
524,20251019,15,47,114.76
524,20251019,15,74,349.16
525,20251022,9,417,266.52
525,20251022,9,451,187.80
526,20251022,3,37,85.34
526,20251022,3,473,97.80
527,20251126,6,291,147.33
527,20251126,6,354,177.14
528,20251021,6,251,144.63
528,20251021,6,263,10.04
529,20251126,9,180,300.30
529,20251126,9,349,82.94
530,20251024,5,261,172.00
530,20251024,5,421,202.50
531,20251123,2,153,167.31
531,20251123,2,205,77.28
532,20251120,15,16,305.60
532,20251120,15,274,209.56
533,20251212,6,54,148.48
533,20251212,6,230,18.83
534,20251101,18,202,90.39
534,20251101,18,460,418.20
535,20251017,8,48,96.88
535,20251017,8,452,19.74
536,20251213,7,5,79.26
536,20251213,7,288,24.01
537,20251208,13,24,178.24
537,20251208,13,332,33.08
538,20251130,1,133,249.93
538,20251130,1,485,6.49
539,20251121,4,305,132.62
539,20251121,4,385,46.94
540,20251101,6,119,99.99
540,20251101,6,185,129.82
541,20251125,12,33,99.94
541,20251125,12,456,188.16
542,20251211,12,73,169.44
542,20251211,12,209,40.24
543,20251201,5,92,173.76
543,20251201,5,230,253.20
544,20251125,13,33,184.30
544,20251125,13,116,24.58
545,20251102,4,274,197.94
545,20251102,4,363,22.28
546,20251127,10,257,145.65
546,20251127,10,305,241.50
547,20251126,5,348,21.46
547,20251126,5,486,31.98
548,20251022,10,380,338.32
548,20251022,10,452,342.24
549,20251025,13,119,58.23
549,20251025,13,336,128.64
550,20251123,3,50,54.42
550,20251123,3,56,94.56
551,20251110,19,16,85.28
551,20251110,19,479,212.85
552,20251103,3,8,106.38
552,20251103,3,36,248.73
553,20251210,20,140,73.56
553,20251210,20,364,109.68
554,20251212,7,263,243.33
554,20251212,7,290,11.44
555,20251115,16,39,223.12
555,20251115,16,496,20.64
556,20251106,13,147,60.33
556,20251106,13,305,202.48
557,20251207,15,200,199.20
557,20251207,15,323,117.96
558,20251202,15,2,151.90
558,20251202,15,497,99.72
559,20251126,16,9,94.62
559,20251126,16,386,194.38
560,20251125,10,185,217.29
560,20251125,10,383,209.28
561,20251024,17,334,50.82
561,20251024,17,338,118.24
562,20251207,11,240,50.26
562,20251207,11,372,33.98
563,20251127,3,428,106.44
563,20251127,3,486,122.50
564,20251121,5,276,175.76
564,20251121,5,390,369.28
565,20251203,11,164,192.45
565,20251203,11,310,63.48
566,20251019,15,325,293.70
566,20251019,15,483,76.24
567,20251024,13,335,119.34
567,20251024,13,422,259.80
568,20251029,8,166,29.72
568,20251029,8,323,38.00
569,20251108,18,61,404.24
569,20251108,18,101,266.56
570,20251027,20,156,217.02
570,20251027,20,436,196.08
571,20251210,18,53,77.98
571,20251210,18,389,50.44
572,20251209,7,447,44.42
572,20251209,7,453,62.07
573,20251212,12,5,182.28
573,20251212,12,404,47.96
574,20251214,12,136,145.46
574,20251214,12,141,212.31
575,20251202,3,399,87.69
575,20251202,3,406,170.84
576,20251021,16,23,28.58
576,20251021,16,112,91.63
577,20251114,17,12,101.37
577,20251114,17,133,173.64
578,20251025,16,150,170.86
578,20251025,16,160,144.64
579,20251107,12,25,103.49
579,20251107,12,479,291.52
580,20251211,11,241,17.34
580,20251211,11,485,45.20
581,20251209,8,51,13.74
581,20251209,8,92,284.73
582,20251111,13,19,198.44
582,20251111,13,319,209.58
583,20251126,4,242,136.56
583,20251126,4,302,209.18
584,20251115,16,364,155.36
584,20251115,16,445,414.08
585,20251127,19,34,183.12
585,20251127,19,161,300.84
586,20251021,6,291,89.26
586,20251021,6,490,44.96
587,20251016,6,332,46.35
587,20251016,6,401,132.48
588,20251031,17,231,239.08
588,20251031,17,318,197.82
589,20251128,11,245,68.16
589,20251128,11,360,128.72
590,20251027,2,71,178.06
590,20251027,2,130,146.13
591,20251122,9,340,391.40
591,20251122,9,415,123.48
592,20251020,10,209,44.75
592,20251020,10,239,143.32
593,20251102,12,247,89.38
593,20251102,12,378,86.76
594,20251031,13,93,8.24
594,20251031,13,319,288.30
595,20251118,9,359,263.43
595,20251118,9,436,204.28
596,20251109,3,149,116.64
596,20251109,3,341,97.37
597,20251128,12,179,277.95
597,20251128,12,350,177.18
598,20251111,11,246,197.32
598,20251111,11,297,47.43
599,20251206,9,199,214.00
599,20251206,9,294,36.86
600,20251116,12,45,11.74
600,20251116,12,392,44.92
601,20251206,11,193,244.95
601,20251206,11,233,36.36
602,20251104,5,322,40.80
602,20251104,5,426,30.02
603,20251031,8,109,138.08
603,20251031,8,361,254.32
604,20251105,7,140,132.18
604,20251105,7,475,185.10
605,20251215,6,164,29.25
605,20251215,6,325,39.66
606,20251126,12,17,61.12
606,20251126,12,445,378.96
607,20251206,2,340,125.67
607,20251206,2,479,262.96
608,20251101,17,98,11.73
608,20251101,17,107,43.16
609,20251104,5,13,20.13
609,20251104,5,241,166.46
610,20251025,8,126,25.20
610,20251025,8,433,86.26
611,20251123,11,171,198.54
611,20251123,11,367,283.44
612,20251017,16,307,342.92
612,20251017,16,450,92.42
613,20251027,5,55,70.08
613,20251027,5,458,81.26
614,20251212,20,20,34.15
614,20251212,20,291,179.00
615,20251029,6,95,73.59
615,20251029,6,485,23.00
616,20251207,19,196,54.08
616,20251207,19,245,208.90
617,20251214,4,231,12.56
617,20251214,4,480,415.12
618,20251031,4,388,94.48
618,20251031,4,455,54.36
619,20251115,19,115,37.65
619,20251115,19,132,202.40
620,20251020,20,86,302.40
620,20251020,20,177,372.44
621,20251021,3,21,226.35
621,20251021,3,191,114.48
622,20251031,15,15,207.52
622,20251031,15,498,141.96
623,20251123,7,253,19.24
623,20251123,7,481,35.10
624,20251213,8,119,274.92
624,20251213,8,207,42.22
625,20251126,2,229,193.66
625,20251126,2,359,141.34
626,20251121,2,165,12.11
626,20251121,2,480,64.68
627,20251108,14,47,208.53
627,20251108,14,126,110.88
628,20251125,9,56,62.16
628,20251125,9,107,360.56
629,20251105,5,10,56.29
629,20251105,5,105,161.26
630,20251210,2,156,320.04
630,20251210,2,380,191.92
631,20251108,11,106,121.02
631,20251108,11,387,22.84
632,20251111,7,106,93.27
632,20251111,7,285,206.84
633,20251120,12,71,72.32
633,20251120,12,119,82.38
634,20251208,17,338,87.30
634,20251208,17,454,154.48
635,20251121,12,56,257.96
635,20251121,12,280,65.44
636,20251124,15,236,67.88
636,20251124,15,283,282.08
637,20251213,15,166,44.19
637,20251213,15,420,172.65
638,20251128,16,61,243.45
638,20251128,16,474,310.02
639,20251121,9,289,277.16
639,20251121,9,484,305.76
640,20251103,20,262,67.74
640,20251103,20,448,8.36
641,20251116,17,20,53.18
641,20251116,17,239,170.66
642,20251018,11,383,259.53
642,20251018,11,475,157.95
643,20251126,12,51,262.53
643,20251126,12,169,292.74
644,20251026,10,292,5.68
644,20251026,10,437,128.96
645,20251030,15,45,56.27
645,20251030,15,274,28.60
646,20251031,15,431,69.92
646,20251031,15,499,29.56
647,20251130,8,43,74.01
647,20251130,8,249,110.88
648,20251204,18,379,119.07
648,20251204,18,497,33.24
649,20251120,14,64,55.89
649,20251120,14,125,264.12
650,20251117,2,129,187.60
650,20251117,2,183,67.94
651,20251115,2,58,90.20
651,20251115,2,464,232.32
652,20251204,14,78,100.48
652,20251204,14,196,49.44
653,20251022,18,212,206.58
653,20251022,18,405,299.70
654,20251111,3,251,171.33
654,20251111,3,414,38.76
655,20251128,9,254,122.28
655,20251128,9,394,57.94
656,20251027,9,192,321.36
656,20251027,9,302,34.56
657,20251112,15,180,184.02
657,20251112,15,424,296.88
658,20251214,4,219,207.45
658,20251214,4,242,154.32
659,20251026,11,3,46.20
659,20251026,11,415,207.76
660,20251210,5,394,245.16
660,20251210,5,492,88.36
661,20251112,19,156,252.93
661,20251112,19,286,184.28
662,20251202,16,342,36.89
662,20251202,16,374,65.49
663,20251121,9,106,105.12
663,20251121,9,132,107.84
664,20251024,15,150,200.64
664,20251024,15,297,79.92
665,20251017,8,378,36.20
665,20251017,8,454,296.46
666,20251105,7,74,48.00
666,20251105,7,89,16.23
667,20251210,5,97,13.60
667,20251210,5,393,240.44
668,20251101,18,411,156.52
668,20251101,18,420,178.98
669,20251123,2,235,73.78
669,20251123,2,378,79.35
670,20251024,1,120,38.48
670,20251024,1,265,55.76
671,20251109,9,96,284.08
671,20251109,9,406,44.06
672,20251102,14,82,157.60
672,20251102,14,497,104.27
673,20251122,10,155,133.40
673,20251122,10,383,194.58
674,20251207,2,85,150.24
674,20251207,2,244,197.04
675,20251023,6,206,128.31
675,20251023,6,442,59.85
676,20251109,10,164,20.52
676,20251109,10,244,178.02
677,20251102,10,394,38.93
677,20251102,10,462,26.77
678,20251118,7,181,314.79
678,20251118,7,428,197.43
679,20251021,4,192,59.70
679,20251021,4,193,203.00
680,20251119,2,277,420.00
680,20251119,2,472,158.58
681,20251021,6,151,217.71
681,20251021,6,253,189.86
682,20251209,13,48,122.64
682,20251209,13,406,157.74
683,20251114,18,265,32.08
683,20251114,18,414,134.92
684,20251116,7,198,107.30
684,20251116,7,468,92.01
685,20251022,3,140,127.42
685,20251022,3,156,11.86
686,20251102,17,249,84.86
686,20251102,17,429,38.55
687,20251124,2,199,75.63
687,20251124,2,237,261.64
688,20251123,2,375,186.98
688,20251123,2,496,35.48
689,20251023,20,164,413.28
689,20251023,20,216,206.64
690,20251020,11,100,37.72
690,20251020,11,409,103.92
691,20251021,13,78,122.76
691,20251021,13,387,151.44
692,20251029,15,138,82.90
692,20251029,15,429,133.20
693,20251205,16,110,196.68
693,20251205,16,260,25.33
694,20251206,10,237,98.88
694,20251206,10,428,134.76
695,20251128,6,316,163.35
695,20251128,6,380,62.94
696,20251109,9,157,24.06
696,20251109,9,352,213.00
697,20251018,17,22,91.08
697,20251018,17,396,173.16
698,20251209,17,19,101.94
698,20251209,17,144,101.01
699,20251129,15,265,184.89
699,20251129,15,428,29.60
700,20251209,11,8,71.64
700,20251209,11,132,199.41
701,20251119,14,61,125.44
701,20251119,14,348,42.04
702,20251021,8,385,133.29
702,20251021,8,409,314.80
703,20251024,7,412,65.69
703,20251024,7,494,252.64
704,20251024,2,130,201.24
704,20251024,2,284,115.92
705,20251202,18,37,43.32
705,20251202,18,198,25.89
706,20251101,5,161,93.30
706,20251101,5,405,134.16
707,20251026,11,84,100.53
707,20251026,11,122,53.34
708,20251030,9,75,99.33
708,20251030,9,174,199.36
709,20251023,20,47,163.38
709,20251023,20,499,139.32
710,20251109,5,71,99.48
710,20251109,5,197,251.24
711,20251105,18,75,250.89
711,20251105,18,478,70.66
712,20251214,15,77,220.14
712,20251214,15,242,264.60
713,20251105,20,28,139.66
713,20251105,20,70,168.68
714,20251021,19,151,21.88
714,20251021,19,315,45.36
715,20251101,14,69,73.84
715,20251101,14,455,95.31
716,20251205,9,81,59.97
716,20251205,9,277,78.63
717,20251213,5,149,192.06
717,20251213,5,405,45.54
718,20251126,9,129,268.47
718,20251126,9,301,262.35
719,20251105,11,46,165.93
719,20251105,11,427,167.52
720,20251113,13,266,13.03
720,20251113,13,276,365.52
721,20251106,1,1,78.30
721,20251106,1,83,209.98
722,20251026,3,273,206.64
722,20251026,3,484,65.20
723,20251026,7,197,157.94
723,20251026,7,325,282.30
724,20251212,4,154,265.32
724,20251212,4,265,117.18
725,20251021,18,27,182.02
725,20251021,18,35,78.39
726,20251101,2,48,86.46
726,20251101,2,295,218.49
727,20251213,9,198,89.16
727,20251213,9,221,172.05
728,20251108,4,159,81.84
728,20251108,4,439,110.16
729,20251202,3,362,178.28
729,20251202,3,385,177.51
730,20251114,17,136,38.44
730,20251114,17,175,131.24
731,20251117,15,131,95.46
731,20251117,15,316,170.52
732,20251108,2,55,161.07
732,20251108,2,337,35.44
733,20251113,17,108,13.50
733,20251113,17,191,180.57
734,20251029,3,83,276.84
734,20251029,3,90,50.17
735,20251018,8,437,168.75
735,20251018,8,470,306.96
736,20251125,19,177,53.56
736,20251125,19,421,100.63
737,20251109,4,83,207.72
737,20251109,4,362,45.57
738,20251209,14,307,374.84
738,20251209,14,362,62.84
739,20251103,12,18,131.56
739,20251103,12,197,190.84
740,20251129,16,125,219.81
740,20251129,16,279,75.60
741,20251025,13,63,99.96
741,20251025,13,191,70.10
742,20251109,1,225,43.46
742,20251109,1,462,304.92
743,20251031,14,133,158.40
743,20251031,14,392,114.48
744,20251030,18,219,125.96
744,20251030,18,472,28.20
745,20251111,4,130,54.09
745,20251111,4,256,72.52
746,20251114,11,249,89.80
746,20251114,11,400,98.92
747,20251130,8,50,302.25
747,20251130,8,249,79.00
748,20251213,8,78,52.53
748,20251213,8,358,11.98
749,20251210,11,159,68.52
749,20251210,11,359,50.05
750,20251101,15,138,14.40
750,20251101,15,249,103.80
751,20251128,11,61,21.12
751,20251128,11,415,89.72
752,20251104,12,367,224.31
752,20251104,12,390,210.90
753,20251105,13,138,39.06
753,20251105,13,153,82.10
754,20251103,17,330,76.42
754,20251103,17,412,161.20
755,20251208,7,120,105.92
755,20251208,7,485,171.96
756,20251205,20,191,136.92
756,20251205,20,200,95.88
757,20251115,7,292,63.30
757,20251115,7,396,228.63
758,20251202,10,113,43.35
758,20251202,10,458,15.45
759,20251215,17,74,26.64
759,20251215,17,159,172.60
760,20251121,20,293,132.99
760,20251121,20,437,43.27
761,20251028,20,182,178.66
761,20251028,20,338,44.72
762,20251107,2,171,168.34
762,20251107,2,444,151.14
763,20251114,16,98,380.48
763,20251114,16,246,91.08
764,20251130,11,37,104.08
764,20251130,11,346,318.64
765,20251102,10,298,92.88
765,20251102,10,369,85.76
766,20251116,19,73,59.88
766,20251116,19,139,179.66
767,20251111,7,311,159.62
767,20251111,7,328,85.40
768,20251104,3,46,251.73
768,20251104,3,417,117.48
769,20251026,8,41,87.33
769,20251026,8,261,96.94
770,20251126,13,209,164.96
770,20251126,13,231,91.94
771,20251026,5,10,59.49
771,20251026,5,186,28.02
772,20251111,8,436,126.74
772,20251111,8,460,46.86
773,20251208,17,87,143.96
773,20251208,17,148,376.56
774,20251207,16,298,19.49
774,20251207,16,448,279.09
775,20251102,4,141,75.96
775,20251102,4,409,193.02
776,20251117,17,134,123.72
776,20251117,17,161,58.32
777,20251104,19,19,207.46
777,20251104,19,81,163.92
778,20251023,5,389,100.84
778,20251023,5,469,139.04
779,20251128,15,83,103.44
779,20251128,15,113,81.45
780,20251107,8,36,168.57
780,20251107,8,355,144.48
781,20251017,4,81,24.16
781,20251017,4,327,68.46
782,20251125,10,45,116.72
782,20251125,10,151,142.38
783,20251115,6,207,138.54
783,20251115,6,475,231.30
784,20251111,4,37,74.16
784,20251111,4,152,292.72
785,20251112,9,126,48.62
785,20251112,9,302,47.22
786,20251109,17,85,195.76
786,20251109,17,372,203.04
787,20251107,16,343,31.06
787,20251107,16,369,34.80
788,20251119,8,358,31.37
788,20251119,8,411,11.43
789,20251023,16,236,321.25
790,20251202,13,37,144.30
790,20251202,13,360,40.50
791,20251128,19,55,383.92
791,20251128,19,142,159.00
792,20251112,2,112,169.36
792,20251112,2,394,137.20
793,20251208,11,223,150.96
793,20251208,11,353,258.36
794,20251123,16,29,162.00
794,20251123,16,65,200.01
795,20251201,16,82,258.30
795,20251201,16,169,96.96
796,20251111,1,305,52.38
796,20251111,1,438,228.42
797,20251101,9,137,27.00
797,20251101,9,194,72.79
798,20251101,17,108,119.54
798,20251101,17,330,300.00
799,20251022,13,63,93.83
799,20251022,13,176,80.68
800,20251107,16,71,76.98
800,20251107,16,456,82.96
801,20251030,17,124,32.34
801,20251030,17,321,56.82
802,20251031,3,48,139.72
802,20251031,3,254,11.11
803,20251209,8,143,109.02
803,20251209,8,338,197.10
804,20251031,2,289,409.44
804,20251031,2,487,79.58
805,20251203,11,73,104.38
805,20251203,11,150,247.77
806,20251028,17,114,75.10
806,20251028,17,118,5.91
807,20251124,15,120,296.04
807,20251124,15,462,178.86
808,20251205,19,17,204.70
808,20251205,19,90,208.60
809,20251207,19,149,108.12
809,20251207,19,493,15.86
810,20251107,3,77,123.84
810,20251107,3,297,51.00
811,20251119,13,196,75.73
811,20251119,13,378,33.42
812,20251210,18,70,102.60
812,20251210,18,148,77.51
813,20251118,2,95,24.32
813,20251118,2,317,187.76
814,20251112,14,178,66.86
814,20251112,14,235,170.31
815,20251026,2,348,74.08
815,20251026,2,369,147.27
816,20251121,4,82,103.30
816,20251121,4,281,192.09
817,20251118,13,284,54.12
817,20251118,13,308,166.34
818,20251116,4,98,310.64
818,20251116,4,441,113.90
819,20251123,15,144,111.20
819,20251123,15,354,134.37
820,20251115,7,272,58.13
820,20251115,7,478,161.78
821,20251105,13,117,132.88
821,20251105,13,375,163.32
822,20251027,11,118,91.68
822,20251027,11,297,18.14
823,20251206,16,332,149.98
823,20251206,16,431,187.74
824,20251031,9,121,293.13
824,20251031,9,257,6.94
825,20251207,2,72,101.94
825,20251207,2,283,300.48
826,20251127,11,211,243.36
826,20251127,11,250,177.99
827,20251210,6,8,200.25
827,20251210,6,450,282.78
828,20251109,20,63,117.14
828,20251109,20,492,46.66
829,20251020,15,57,48.17
829,20251020,15,137,70.86
830,20251202,19,364,152.31
830,20251202,19,495,35.96
831,20251019,6,64,100.01
831,20251019,6,99,61.35
832,20251110,10,305,203.64
832,20251110,10,313,39.76
833,20251201,5,33,43.40
833,20251201,5,309,140.40
834,20251020,19,48,81.40
834,20251020,19,492,129.69
835,20251030,12,9,25.02
835,20251030,12,255,76.68
836,20251110,1,160,244.48
836,20251110,1,457,34.99
837,20251128,14,218,67.99
837,20251128,14,282,50.13
838,20251215,10,128,238.24
838,20251215,10,338,12.06
839,20251023,19,115,158.10
839,20251023,19,482,407.76
840,20251209,15,221,191.08
840,20251209,15,305,188.04
841,20251020,15,101,93.56
841,20251020,15,305,40.06
842,20251209,13,117,185.92
842,20251209,13,274,386.28
843,20251102,15,78,91.72
843,20251102,15,194,83.40
844,20251204,6,29,273.78
844,20251204,6,184,207.48
845,20251115,12,50,67.51
845,20251115,12,123,24.17
846,20251024,12,65,159.22
846,20251024,12,282,118.46
847,20251204,4,79,312.27
847,20251204,4,270,407.12
848,20251120,3,11,28.65
848,20251120,3,428,16.26
849,20251111,16,322,103.06
849,20251111,16,328,93.16
850,20251207,7,51,179.16
850,20251207,7,52,165.32
851,20251129,18,75,30.19
851,20251129,18,466,274.92
852,20251212,5,84,166.17
852,20251212,5,113,167.92
853,20251202,2,60,183.72
853,20251202,2,450,283.96
854,20251211,16,49,67.48
854,20251211,16,415,116.91
855,20251021,18,229,71.56
855,20251021,18,451,196.02
856,20251119,9,214,287.28
856,20251119,9,304,171.72
857,20251022,11,114,40.08
857,20251022,11,308,146.10
858,20251017,19,99,31.89
858,20251017,19,440,51.46
859,20251210,5,492,319.40
859,20251210,5,494,208.84
860,20251122,12,239,58.66
860,20251122,12,296,82.53
861,20251103,18,87,165.30
861,20251103,18,331,156.66
862,20251117,11,169,149.30
862,20251117,11,187,67.98
863,20251118,4,131,45.40
863,20251118,4,405,160.78
864,20251210,19,2,196.36
864,20251210,19,388,94.68
865,20251116,13,307,212.16
865,20251116,13,348,41.24
866,20251031,8,148,53.87
866,20251031,8,247,116.20
867,20251101,18,31,336.12
867,20251101,18,236,23.14
868,20251119,10,35,131.16
868,20251119,10,174,21.72
869,20251107,10,321,91.40
869,20251107,10,441,68.86
870,20251107,6,39,152.12
870,20251107,6,227,90.60
871,20251018,15,406,108.32
871,20251018,15,476,21.86
872,20251025,8,234,152.68
872,20251025,8,328,82.47
873,20251213,3,45,362.64
873,20251213,3,112,13.22
874,20251201,17,236,239.04
874,20251201,17,490,97.84
875,20251111,6,76,266.84
875,20251111,6,497,29.70
876,20251031,5,202,79.04
876,20251031,5,302,105.30
877,20251108,11,257,153.84
877,20251108,11,292,127.46
878,20251019,5,115,58.48
878,20251019,5,285,256.32
879,20251031,12,148,96.92
879,20251031,12,311,71.52
880,20251115,7,58,74.61
880,20251115,7,442,132.88
881,20251104,12,148,20.82
881,20251104,12,228,79.40
882,20251204,15,127,195.60
882,20251204,15,471,71.12
883,20251119,6,61,179.28
883,20251119,6,343,244.04
884,20251109,5,104,18.30
884,20251109,5,153,52.78
885,20251113,18,102,172.76
885,20251113,18,373,17.82
886,20251025,13,310,133.56
886,20251025,13,457,51.28
887,20251128,3,218,205.08
887,20251128,3,305,62.28
888,20251031,4,221,30.85
888,20251031,4,413,57.79
889,20251024,6,149,324.68
889,20251024,6,342,265.74
890,20251029,7,211,33.44
890,20251029,7,266,48.08
891,20251108,3,161,126.06
891,20251108,3,231,76.15
892,20251205,10,116,5.11
892,20251205,10,329,63.45
893,20251029,1,117,205.95
893,20251029,1,389,227.94
894,20251111,5,101,51.29
894,20251111,5,240,34.00
895,20251213,12,26,27.40
895,20251213,12,337,6.14
896,20251023,11,100,137.38
896,20251023,11,274,108.32
897,20251103,10,110,52.45
897,20251103,10,365,258.24
898,20251110,13,143,133.66
898,20251110,13,370,151.40
899,20251121,18,115,130.68
899,20251121,18,311,250.60
900,20251203,3,25,69.38
900,20251203,3,433,107.88
901,20251108,12,341,65.52
901,20251108,12,375,222.54
902,20251121,15,256,84.00
902,20251121,15,302,89.16
903,20251102,18,171,187.02
903,20251102,18,392,128.25
904,20251023,15,179,61.04
904,20251023,15,356,101.38
905,20251213,6,89,104.16
905,20251213,6,179,131.43
906,20251024,8,161,200.46
906,20251024,8,458,127.30
907,20251022,17,274,281.79
907,20251022,17,389,27.00
908,20251021,12,164,165.10
908,20251021,12,427,63.93
909,20251121,3,274,122.50
909,20251121,3,341,162.06
910,20251021,7,189,65.87
910,20251021,7,246,45.96
911,20251128,7,10,84.42
911,20251128,7,87,82.12
912,20251213,6,349,11.30
912,20251213,6,372,25.06
913,20251120,12,401,157.17
913,20251120,12,411,279.96
914,20251104,11,1,10.34
914,20251104,11,265,22.74
915,20251104,12,379,270.03
915,20251104,12,443,132.28
916,20251117,10,9,179.64
916,20251117,10,456,199.50
917,20251109,14,72,104.42
917,20251109,14,165,75.08
918,20251109,5,194,352.92
918,20251109,5,229,72.18
919,20251129,6,177,112.44
919,20251129,6,371,285.93
920,20251126,2,50,166.90
920,20251126,2,137,100.29
921,20251129,15,422,143.36
921,20251129,15,500,112.20
922,20251022,10,73,50.25
922,20251022,10,403,198.12
923,20251122,13,75,38.04
923,20251122,13,450,105.68
924,20251119,9,203,103.55
924,20251119,9,365,52.39
925,20251020,3,322,14.66
925,20251020,3,350,44.28
926,20251124,4,97,179.16
926,20251124,4,125,48.47
927,20251031,5,269,52.60
927,20251031,5,359,70.12
928,20251016,10,116,186.44
928,20251016,10,417,209.36
929,20251128,7,138,124.05
929,20251128,7,357,45.04
930,20251124,3,382,375.72
930,20251124,3,444,24.58
931,20251120,12,204,99.82
931,20251120,12,305,94.72
932,20251213,18,296,23.74
932,20251213,18,361,300.99
933,20251125,3,108,27.60
933,20251125,3,463,292.68
934,20251127,17,41,12.44
934,20251127,17,189,61.17
935,20251214,4,59,415.92
935,20251214,4,274,94.40
936,20251208,18,158,254.52
936,20251208,18,274,206.04
937,20251026,8,207,59.48
937,20251026,8,472,24.61
938,20251204,2,114,102.85
938,20251204,2,313,130.94
939,20251214,8,150,120.90
939,20251214,8,263,109.23
940,20251017,5,169,28.41
940,20251017,5,458,176.67
941,20251106,6,390,230.31
941,20251106,6,433,162.94
942,20251123,11,7,80.83
942,20251123,11,358,235.40
943,20251128,15,19,143.62
943,20251128,15,466,105.63
944,20251114,19,296,176.78
944,20251114,19,380,303.30
945,20251017,6,175,145.83
945,20251017,6,419,199.46
946,20251107,2,41,55.50
946,20251107,2,48,65.58
947,20251210,3,32,69.26
947,20251210,3,235,275.13
948,20251204,5,70,140.32
948,20251204,5,360,275.72
949,20251030,11,275,39.72
949,20251030,11,395,298.56
950,20251120,17,85,40.08
950,20251120,17,469,100.65
951,20251114,3,315,64.44
951,20251114,3,413,80.46
952,20251212,17,245,117.52
952,20251212,17,269,137.28
953,20251114,12,52,132.08
953,20251114,12,311,67.72
954,20251026,9,270,152.46
954,20251026,9,490,302.46
955,20251121,12,242,18.96
955,20251121,12,322,256.77
956,20251101,19,8,280.80
956,20251101,19,411,44.55
957,20251111,11,260,48.81
957,20251111,11,493,62.32
958,20251023,11,345,115.68
958,20251023,11,387,263.76
959,20251027,7,268,40.59
959,20251027,7,438,240.63
960,20251203,5,21,92.60
960,20251203,5,451,341.48
961,20251121,15,294,44.46
961,20251121,15,417,98.66
962,20251031,11,161,132.58
962,20251031,11,258,161.92
963,20251203,7,97,82.68
963,20251203,7,223,40.41
964,20251208,4,156,17.48
964,20251208,4,241,115.00
965,20251107,7,367,242.46
965,20251107,7,397,392.84
966,20251128,11,217,358.12
966,20251128,11,479,205.26
967,20251209,17,281,101.58
967,20251209,17,285,191.02
968,20251111,6,198,38.28
968,20251111,6,438,27.38
969,20251204,2,16,27.68
969,20251204,2,415,148.47
970,20251122,17,240,54.10
970,20251122,17,256,29.42
971,20251203,14,95,15.56
971,20251203,14,315,56.78
972,20251213,19,172,63.83
972,20251213,19,478,171.56
973,20251020,9,325,148.32
973,20251020,9,329,265.56
974,20251108,11,199,110.12
974,20251108,11,306,99.09
975,20251020,13,6,13.16
975,20251020,13,226,31.40
976,20251031,9,184,153.27
976,20251031,9,285,66.08
977,20251020,7,313,75.62
977,20251020,7,334,209.46
978,20251019,12,439,16.35
978,20251019,12,465,33.86
979,20251021,19,88,211.71
979,20251021,19,124,270.03
980,20251102,18,197,64.88
980,20251102,18,431,403.12
981,20251104,4,32,146.70
981,20251104,4,321,164.82
982,20251203,9,76,210.48
982,20251203,9,408,231.00
983,20251209,6,81,184.60
983,20251209,6,128,99.46
984,20251213,15,56,150.22
984,20251213,15,64,121.38
985,20251201,9,63,305.25
985,20251201,9,462,233.49
986,20251203,3,345,270.30
986,20251203,3,499,91.56
987,20251027,8,142,397.72
987,20251027,8,474,140.18
988,20251031,2,80,295.23
988,20251031,2,211,239.94
989,20251107,6,82,157.00
989,20251107,6,448,63.58
990,20251206,18,201,112.40
990,20251206,18,250,160.66
991,20251021,6,186,304.26
991,20251021,6,219,10.69
992,20251102,7,85,41.82
992,20251102,7,189,84.88
993,20251124,20,219,100.22
993,20251124,20,261,93.00
994,20251213,1,25,39.02
994,20251213,1,108,32.58
995,20251022,4,441,207.06
995,20251022,4,458,132.94
996,20251019,11,57,193.46
996,20251019,11,78,137.84
997,20251123,17,59,48.92
997,20251123,17,158,191.88
998,20251022,19,56,17.27
